user_id,total_events,page_view_count,search_count,product_click_count,add_to_cart_count,remove_from_cart_count,purchase_count,apply_coupon_count,write_review_count,unique_products,unique_categories,avg_product_price,max_product_price,avg_page_duration_sec,total_page_duration_sec,avg_quantity,max_cart_total,avg_cart_total,has_discount,max_discount_pct,is_member,add_to_cart_ratio,search_to_cart_ratio,did_purchase,primary_device,primary_browser,primary_referral,primary_os
user_1602,39,14,10,6,1,3,3,1,1,39,8,278.66,1299.99,220.79,8611,1.64,2499.99,694.73,1,25,0,0.0256,0.1,1,mobile,Chrome,direct,iOS
user_1085,51,26,7,6,4,2,1,5,0,50,8,266.8,1199.99,171.33,8738,1.53,2499.99,739.5,1,25,1,0.0784,0.5714,1,mobile,Safari,google_search,iOS
user_0089,48,18,6,8,7,6,1,1,1,48,8,322.76,1299.99,163.38,7842,1.29,2499.99,716.14,1,25,0,0.1458,1.1667,1,mobile,Chrome,direct,iOS
user_1121,48,22,7,6,3,4,2,1,3,47,8,273.45,1199.99,190.88,9162,1.6,2499.99,706.66,1,25,0,0.0625,0.4286,1,mobile,Chrome,google_search,Windows
user_0142,61,26,10,8,8,3,3,2,1,61,8,315.83,1299.99,144.28,8801,1.56,2499.99,685.32,1,25,0,0.1311,0.8,1,mobile,Chrome,direct,iOS
user_0987,41,17,7,7,6,1,3,0,0,41,7,339.04,1199.99,174.29,7146,1.46,2499.99,535.97,1,25,0,0.1463,0.8571,1,mobile,Chrome,direct,iOS
user_1460,57,32,5,8,3,2,6,1,0,57,8,348.24,1299.99,180.82,10307,1.39,2499.99,592.45,1,25,0,0.0526,0.6,1,mobile,Chrome,direct,iOS
user_0250,39,15,7,9,6,2,0,0,0,39,8,424.87,1199.99,161.92,6315,1.38,2499.99,569.09,1,20,0,0.1538,0.8571,0,mobile,Chrome,google_search,iOS
user_0106,50,22,3,9,7,2,4,1,2,49,8,269.65,1299.99,174.44,8722,1.52,2499.99,643.59,1,25,0,0.14,2.3333,1,mobile,Chrome,direct,Android
user_0292,52,23,5,4,9,2,3,6,0,52,8,240.21,1099.99,171.62,8924,1.67,2499.99,625.28,1,20,0,0.1731,1.8,1,mobile,Chrome,google_search,Android
user_1413,39,18,8,3,5,1,2,1,1,39,8,240.12,999.99,200.72,7828,1.44,1999.99,629.73,1,25,0,0.1282,0.625,1,mobile,Chrome,direct,Windows
user_1104,42,16,8,5,4,5,3,1,0,42,8,336.1,1299.99,203.33,8540,1.62,2499.99,601.18,1,25,0,0.0952,0.5,1,mobile,Chrome,direct,iOS
user_0658,48,19,8,8,6,2,3,0,2,48,8,331.94,1299.99,173.77,8341,1.81,2499.99,746.14,1,25,0,0.125,0.75,1,mobile,Chrome,direct,iOS
user_0544,55,17,8,10,13,2,2,3,0,55,8,187.24,999.99,183.64,10100,1.65,2499.99,503.81,1,25,0,0.2364,1.625,1,mobile,Chrome,google_search,iOS
user_0313,48,20,9,6,6,3,2,0,2,47,8,173.24,999.99,135.25,6492,1.9,2499.99,428.01,1,25,0,0.125,0.6667,1,mobile,Chrome,google_search,Android
user_0787,55,20,7,7,12,6,2,1,0,54,8,280.84,1299.99,199.62,10979,1.71,2499.99,622.26,1,25,0,0.2182,1.7143,1,mobile,Safari,direct,iOS
user_0429,49,23,9,4,7,3,2,0,1,49,8,277.55,1299.99,164.69,8070,1.59,2499.99,604.07,1,25,0,0.1429,0.7778,1,mobile,Chrome,direct,Android
user_1960,67,33,8,9,10,1,3,1,2,65,8,208.96,1199.99,172.57,11562,1.64,2499.99,616.71,1,25,0,0.1493,1.25,1,mobile,Chrome,direct,iOS
user_1607,54,17,9,10,9,1,5,2,1,54,8,353.11,1299.99,192.28,10383,1.67,2499.99,647.86,1,25,0,0.1667,1.0,1,mobile,Chrome,direct,iOS
user_0793,51,21,4,6,6,4,8,2,0,50,8,341.28,1299.99,133.39,6803,1.63,2499.99,665.19,1,25,0,0.1176,1.5,1,mobile,Chrome,direct,Android
user_0457,48,20,6,6,14,1,0,1,0,48,8,239.67,1199.99,153.06,7347,1.85,2499.99,625.2,1,25,0,0.2917,2.3333,0,mobile,Chrome,direct,iOS
user_1861,42,17,4,4,9,4,2,0,2,42,8,298.87,1299.99,166.38,6988,1.76,2249.99,559.51,1,20,0,0.2143,2.25,1,mobile,Chrome,direct,iOS
user_1444,62,26,7,12,10,2,3,1,1,62,8,337.7,1299.99,184.79,11457,1.79,2499.99,462.49,1,25,0,0.1613,1.4286,1,mobile,Chrome,direct,iOS
user_0342,51,27,5,5,7,3,1,1,2,51,8,308.44,1299.99,143.88,7338,1.65,2249.99,658.03,1,25,0,0.1373,1.4,1,mobile,Chrome,google_search,iOS
user_0001,53,24,7,6,5,3,6,1,1,53,7,329.08,1199.99,170.28,9025,1.66,2499.99,583.01,1,25,0,0.0943,0.7143,1,mobile,Chrome,direct,Android
user_1303,68,22,12,11,15,2,3,1,2,68,8,352.95,1299.99,164.85,11210,1.74,2499.99,499.26,1,25,0,0.2206,1.25,1,mobile,Chrome,direct,iOS
user_0736,41,16,8,7,6,3,1,0,0,41,8,314.09,1299.99,124.78,5116,1.61,2499.99,792.19,1,25,0,0.1463,0.75,1,mobile,Chrome,direct,Android
user_1461,51,22,9,7,7,6,0,0,0,51,8,310.07,1299.99,192.14,9799,1.76,2499.99,763.23,1,25,0,0.1373,0.7778,0,mobile,Chrome,google_search,Android
user_1715,31,10,4,8,6,1,2,0,0,31,8,290.17,1199.99,146.32,4536,1.58,1799.99,264.67,1,25,0,0.1935,1.5,1,mobile,Chrome,direct,Android
user_1232,51,18,8,11,8,1,3,1,1,51,8,273.75,1299.99,181.29,9246,1.65,2499.99,646.56,1,25,0,0.1569,1.0,1,mobile,Chrome,google_search,iOS
user_0576,50,21,9,6,6,1,4,3,0,50,8,207.2,1299.99,194.18,9709,1.54,2249.99,502.69,1,25,0,0.12,0.6667,1,mobile,Chrome,direct,iOS
user_0255,56,25,9,7,7,3,2,2,1,56,8,311.88,1199.99,151.23,8469,1.5,2499.99,720.97,1,25,0,0.125,0.7778,1,mobile,Chrome,google_search,Android
user_1682,44,14,10,7,6,0,3,2,2,44,7,221.38,1199.99,146.68,6454,1.59,2499.99,687.38,1,25,0,0.1364,0.6,1,mobile,Chrome,affiliate,iOS
user_0920,51,20,10,7,8,3,1,0,2,50,7,293.81,1199.99,189.2,9649,1.55,2499.99,704.21,1,20,0,0.1569,0.8,1,mobile,Chrome,direct,Android
user_1527,48,18,5,9,11,1,2,1,1,48,7,349.53,1299.99,161.98,7775,1.79,2499.99,621.03,1,25,0,0.2292,2.2,1,mobile,Chrome,google_search,iOS
user_0935,49,23,7,5,11,1,2,0,0,48,8,325.77,1299.99,186.39,9133,1.55,2499.99,659.68,1,25,0,0.2245,1.5714,1,mobile,Chrome,direct,Android
user_0136,50,16,6,9,12,6,1,0,0,50,8,232.63,1299.99,232.0,11600,1.58,2499.99,641.89,1,25,0,0.24,2.0,1,mobile,Chrome,google_search,Android
user_1244,68,31,3,9,15,5,1,2,2,66,8,261.12,1299.99,184.66,12557,1.6,2499.99,614.62,1,25,0,0.2206,5.0,1,desktop,Chrome,google_search,Android
user_0039,51,16,6,10,11,6,0,1,1,51,8,189.56,999.99,152.0,7752,1.49,2249.99,535.28,1,25,0,0.2157,1.8333,0,mobile,Chrome,google_search,Android
user_0688,51,15,13,9,6,5,3,0,0,51,8,277.99,1299.99,172.76,8811,1.43,2499.99,520.48,1,25,0,0.1176,0.4615,1,mobile,Chrome,direct,Windows
user_0164,56,24,5,13,8,2,3,1,0,54,8,269.2,1299.99,140.84,7887,1.64,2499.99,659.01,1,25,0,0.1429,1.6,1,mobile,Chrome,direct,iOS
user_0204,48,20,5,6,9,0,4,1,3,48,8,368.65,1199.99,141.52,6793,1.46,2499.99,494.99,1,25,0,0.1875,1.8,1,mobile,Chrome,direct,Android
user_0016,52,21,9,7,10,1,1,3,0,52,7,380.24,1299.99,140.23,7292,1.65,2499.99,533.64,1,25,1,0.1923,1.1111,1,mobile,Chrome,direct,iOS
user_0976,51,24,3,6,8,3,4,3,0,51,7,285.89,1299.99,143.22,7304,1.67,2499.99,571.95,1,25,0,0.1569,2.6667,1,mobile,Chrome,google_search,iOS
user_0781,40,19,6,4,5,3,2,0,1,40,7,217.55,1099.99,134.55,5382,1.53,2249.99,535.12,1,25,0,0.125,0.8333,1,mobile,Chrome,direct,Android
user_0825,61,26,9,7,11,2,2,2,2,60,8,327.24,1299.99,134.82,8224,1.69,2499.99,661.71,1,25,0,0.1803,1.2222,1,mobile,Chrome,google_search,iOS
user_1667,53,20,10,7,8,3,0,0,5,53,8,236.08,1299.99,110.23,5842,1.6,2499.99,727.73,1,20,0,0.1509,0.8,0,mobile,Chrome,direct,iOS
user_1300,45,16,5,8,8,5,0,3,0,45,8,311.66,1299.99,158.56,7135,1.4,2499.99,658.55,1,25,0,0.1778,1.6,0,mobile,Chrome,direct,iOS
user_1023,43,19,8,7,3,1,2,2,1,42,7,206.13,1299.99,169.0,7267,1.35,2499.99,804.76,1,20,0,0.0698,0.375,1,mobile,Chrome,direct,iOS
user_1143,46,19,10,6,4,1,3,2,1,46,8,310.49,1299.99,120.65,5550,1.48,2499.99,695.64,1,25,0,0.087,0.4,1,mobile,Chrome,direct,iOS
user_0840,38,15,5,6,5,2,2,3,0,38,7,319.86,1199.99,184.0,6992,1.82,2499.99,664.99,1,25,0,0.1316,1.0,1,mobile,Safari,direct,iOS
user_1768,45,23,6,5,3,7,1,0,0,45,8,291.83,1299.99,132.89,5980,1.6,2249.99,507.1,1,25,1,0.0667,0.5,1,mobile,Chrome,direct,Android
user_1619,59,21,11,9,11,3,3,1,0,59,8,253.12,1299.99,193.56,11420,1.49,2499.99,599.65,1,25,1,0.1864,1.0,1,mobile,Chrome,direct,Android
user_0434,56,18,8,8,13,5,2,1,1,56,8,273.28,1299.99,159.88,8953,1.64,2499.99,600.97,1,25,0,0.2321,1.625,1,mobile,Safari,google_search,Android
user_1659,47,19,3,9,8,1,5,2,0,46,8,258.03,1299.99,159.72,7507,1.64,2499.99,775.1,1,25,0,0.1702,2.6667,1,mobile,Chrome,direct,iOS
user_0294,49,20,8,10,7,1,1,2,0,49,8,266.35,1299.99,174.31,8541,1.78,2499.99,719.38,1,25,0,0.1429,0.875,1,mobile,Chrome,direct,iOS
user_1802,50,20,5,5,13,3,1,1,2,49,8,344.16,1299.99,146.98,7349,1.56,2499.99,709.19,1,25,1,0.26,2.6,1,mobile,Chrome,direct,Android
user_0530,48,20,5,12,7,0,3,0,1,48,8,324.57,1299.99,162.81,7815,1.65,2499.99,566.03,1,20,0,0.1458,1.4,1,desktop,Chrome,direct,iOS
user_1517,52,19,9,11,8,2,1,2,0,51,8,376.83,1099.99,166.31,8648,1.92,2499.99,618.07,1,25,0,0.1538,0.8889,1,mobile,Chrome,direct,iOS
user_1951,57,22,4,11,12,3,2,1,2,57,8,315.01,1299.99,199.04,11345,1.65,2499.99,578.67,1,25,1,0.2105,3.0,1,mobile,Chrome,direct,iOS
user_1267,55,20,15,8,7,0,1,2,2,55,8,246.37,1299.99,162.35,8929,1.6,2499.99,544.9,1,25,0,0.1273,0.4667,1,mobile,Chrome,google_search,iOS
user_0299,55,25,6,12,6,2,1,2,1,55,8,363.95,1199.99,161.22,8867,1.84,2499.99,741.99,1,25,0,0.1091,1.0,1,mobile,Chrome,direct,iOS
user_1860,64,28,10,8,11,1,4,2,0,64,8,394.11,1299.99,165.88,10616,1.61,2499.99,496.4,1,25,0,0.1719,1.1,1,mobile,Chrome,google_search,iOS
user_1170,54,19,6,12,7,5,2,2,1,53,8,250.79,1299.99,200.37,10820,1.78,2499.99,580.45,1,20,0,0.1296,1.1667,1,mobile,Chrome,direct,Windows
user_1243,56,28,5,7,10,2,2,2,0,56,8,244.6,1299.99,168.66,9445,1.66,2499.99,556.42,1,25,0,0.1786,2.0,1,mobile,Chrome,google_search,Android
user_0703,50,21,9,7,8,2,3,0,0,50,8,288.79,1299.99,172.42,8621,1.72,2499.99,680.79,1,25,0,0.16,0.8889,1,mobile,Chrome,direct,iOS
user_0711,62,21,9,13,10,2,5,0,2,62,8,287.8,1299.99,178.39,11060,1.66,2499.99,657.33,1,25,0,0.1613,1.1111,1,desktop,Chrome,direct,Android
user_1053,42,15,9,8,3,3,2,1,1,42,8,250.25,1299.99,156.24,6562,1.55,2499.99,690.35,1,25,0,0.0714,0.3333,1,mobile,Chrome,google_search,Android
user_0398,48,16,5,9,10,3,1,3,1,48,7,295.48,1199.99,174.83,8392,1.58,2499.99,586.03,1,25,0,0.2083,2.0,1,mobile,Chrome,direct,iOS
user_1280,42,24,6,2,8,0,1,0,1,41,6,292.62,1199.99,163.52,6868,1.52,2499.99,536.78,1,25,1,0.1905,1.3333,1,mobile,Chrome,direct,iOS
user_0449,40,19,7,5,5,2,1,0,1,40,8,305.25,1299.99,227.7,9108,1.93,2499.99,769.62,1,25,0,0.125,0.7143,1,mobile,Chrome,google_search,iOS
user_1944,49,15,9,11,7,3,3,0,1,49,8,267.42,1199.99,205.55,10072,1.39,2499.99,766.62,1,25,0,0.1429,0.7778,1,desktop,Chrome,google_search,iOS
user_1333,38,14,7,4,8,3,1,0,1,38,7,261.31,1199.99,204.05,7754,1.39,2249.99,600.65,1,25,0,0.2105,1.1429,1,mobile,Chrome,direct,Android
user_1700,59,22,9,9,4,6,3,5,1,57,8,283.68,1299.99,184.71,10898,1.63,2499.99,645.75,1,25,1,0.0678,0.4444,1,mobile,Chrome,google_search,Android
user_1604,57,26,9,6,8,1,5,1,1,57,8,282.43,1299.99,157.6,8983,1.77,2499.99,547.8,1,25,0,0.1404,0.8889,1,mobile,Chrome,direct,iOS
user_1942,49,21,6,9,6,3,2,2,0,49,8,349.1,1299.99,157.86,7735,1.57,2499.99,664.58,1,25,0,0.1224,1.0,1,mobile,Chrome,direct,iOS
user_0609,40,15,6,3,5,3,2,5,1,40,8,229.85,1199.99,166.75,6670,1.68,2249.99,522.49,1,25,1,0.125,0.8333,1,mobile,Chrome,google_search,iOS
user_1076,49,21,7,4,9,2,5,1,0,49,7,286.45,1199.99,197.16,9661,1.73,2499.99,783.97,1,25,0,0.1837,1.2857,1,mobile,Chrome,direct,iOS
user_1037,54,21,8,11,7,2,4,0,1,53,8,282.56,1299.99,162.17,8757,1.57,2499.99,710.92,1,25,0,0.1296,0.875,1,mobile,Chrome,google_search,iOS
user_1464,54,22,7,5,8,4,5,2,1,54,8,267.21,1199.99,133.87,7229,1.74,2499.99,440.45,1,25,0,0.1481,1.1429,1,mobile,Chrome,google_search,iOS
user_1366,51,16,13,9,7,2,2,1,1,51,7,270.46,1299.99,148.27,7562,1.63,2499.99,828.62,1,25,0,0.1373,0.5385,1,mobile,Chrome,direct,iOS
user_0682,52,27,6,7,11,0,1,0,0,52,7,264.97,1299.99,183.27,9530,1.63,2499.99,662.3,1,25,1,0.2115,1.8333,1,mobile,Chrome,google_search,iOS
user_0309,54,20,9,7,7,1,8,2,0,53,8,299.68,1299.99,226.74,12244,1.57,2499.99,742.03,1,25,0,0.1296,0.7778,1,mobile,Chrome,direct,iOS
user_0863,42,17,6,5,5,3,4,1,1,42,6,340.18,1299.99,204.79,8601,1.95,2499.99,790.82,1,25,0,0.119,0.8333,1,mobile,Chrome,google_search,iOS
user_1018,47,20,7,8,7,0,1,4,0,46,7,200.19,1199.99,205.55,9661,1.68,2249.99,477.33,1,25,0,0.1489,1.0,1,mobile,Chrome,google_search,iOS
user_1650,55,21,11,7,11,1,2,2,0,55,8,277.92,1299.99,136.6,7513,1.58,2499.99,570.9,1,25,0,0.2,1.0,1,mobile,Chrome,google_search,iOS
user_0758,60,24,6,8,8,4,6,3,1,59,8,253.41,1299.99,174.15,10449,1.63,2499.99,600.57,1,25,0,0.1333,1.3333,1,mobile,Chrome,direct,iOS
user_1223,51,26,10,7,5,0,2,1,0,51,8,386.73,1299.99,193.18,9852,1.65,2499.99,689.11,1,25,0,0.098,0.5,1,mobile,Safari,direct,iOS
user_1242,54,21,6,12,9,3,2,1,0,54,8,201.64,799.99,151.57,8185,1.39,2499.99,596.56,1,25,0,0.1667,1.5,1,mobile,Chrome,google_search,Android
user_0058,49,23,9,6,9,2,0,0,0,49,8,233.45,1299.99,162.61,7968,1.86,2499.99,705.3,1,25,0,0.1837,1.0,0,mobile,Chrome,direct,iOS
user_0397,34,17,2,4,9,2,0,0,0,34,7,178.61,749.99,193.44,6577,1.59,1999.99,388.81,1,25,0,0.2647,4.5,0,mobile,Chrome,google_search,Android
user_0372,48,22,7,7,8,1,2,0,1,48,8,344.96,1299.99,150.9,7243,1.58,2499.99,546.55,1,25,1,0.1667,1.1429,1,mobile,Chrome,google_search,iOS
user_0695,52,23,5,4,13,0,6,0,1,51,8,292.08,1299.99,186.94,9721,1.71,1999.99,514.41,1,25,0,0.25,2.6,1,mobile,Chrome,direct,iOS
user_0480,72,18,13,13,13,3,6,4,2,72,8,317.57,1299.99,144.88,10431,1.58,2499.99,570.89,1,25,0,0.1806,1.0,1,mobile,Chrome,direct,iOS
user_0865,38,17,3,6,4,4,1,2,1,38,8,325.95,1299.99,161.61,6141,1.53,2499.99,522.49,1,25,0,0.1053,1.3333,1,mobile,Chrome,direct,Android
user_0454,39,15,4,7,5,2,5,1,0,39,8,279.61,1299.99,143.54,5598,1.79,2499.99,579.61,1,25,1,0.1282,1.25,1,mobile,Chrome,direct,iOS
user_1570,51,18,14,4,6,3,3,3,0,51,7,216.52,1299.99,189.73,9676,1.65,2499.99,734.3,1,25,0,0.1176,0.4286,1,mobile,Chrome,direct,Android
user_0079,50,18,9,6,9,4,2,0,2,50,8,236.67,1299.99,129.14,6457,1.46,2249.99,481.39,1,20,0,0.18,1.0,1,desktop,Chrome,direct,Android
user_1545,46,19,6,11,6,0,3,1,0,46,7,392.2,1299.99,169.7,7806,1.87,2499.99,640.1,1,25,0,0.1304,1.0,1,mobile,Chrome,direct,iOS
user_1553,50,25,4,8,7,1,1,3,1,50,8,279.65,1299.99,125.36,6268,1.52,2499.99,476.29,1,25,0,0.14,1.75,1,desktop,Chrome,direct,iOS
user_0716,50,21,9,7,8,3,1,0,1,50,8,287.5,1199.99,147.42,7371,1.68,2499.99,737.59,1,25,0,0.16,0.8889,1,mobile,Chrome,direct,Android
user_0088,48,23,10,3,4,3,3,2,0,48,8,232.88,899.99,233.21,11194,1.69,2249.99,503.12,1,20,0,0.0833,0.4,1,mobile,Chrome,direct,iOS
user_0048,45,18,8,8,3,1,5,2,0,45,8,284.01,1199.99,178.98,8054,1.76,2499.99,655.55,1,20,0,0.0667,0.375,1,mobile,Chrome,google_search,iOS
user_0140,49,23,13,5,2,2,1,1,2,48,8,290.2,1099.99,216.39,10603,1.67,2499.99,603.36,1,25,0,0.0408,0.1538,1,mobile,Chrome,google_search,Android
user_0629,59,20,12,7,8,4,4,2,2,58,8,335.13,1299.99,195.81,11553,1.59,2499.99,718.3,1,25,0,0.1356,0.6667,1,mobile,Chrome,direct,Android
user_1523,61,23,10,8,8,6,3,3,0,60,7,266.24,1299.99,185.3,11303,1.61,2499.99,551.22,1,25,0,0.1311,0.8,1,mobile,Chrome,direct,iOS
user_0410,52,16,11,8,6,4,1,3,3,51,8,262.59,1099.99,173.19,9006,1.65,2249.99,593.74,1,25,0,0.1154,0.5455,1,mobile,Chrome,google_search,Android
user_0773,61,21,10,17,7,1,2,2,1,60,8,228.94,1299.99,204.49,12474,1.57,2499.99,605.89,1,25,0,0.1148,0.7,1,mobile,Chrome,direct,iOS
user_0553,39,13,5,7,8,3,3,0,0,39,7,238.87,999.99,176.67,6890,1.9,2499.99,831.14,1,25,0,0.2051,1.6,1,mobile,Chrome,google_search,iOS
user_0191,61,22,10,7,15,3,2,2,0,61,8,198.89,1199.99,191.74,11696,1.64,2249.99,481.06,1,25,0,0.2459,1.5,1,mobile,Chrome,direct,Android
user_0065,55,24,6,6,8,3,6,1,1,55,8,284.8,1199.99,179.38,9866,1.67,2249.99,475.17,1,25,0,0.1455,1.3333,1,mobile,Chrome,direct,iOS
user_0732,54,23,6,10,4,4,4,0,3,54,8,255.86,1299.99,153.19,8272,1.56,2249.99,629.71,1,20,0,0.0741,0.6667,1,mobile,Chrome,direct,iOS
user_0072,53,23,11,6,3,8,0,2,0,53,8,245.09,1199.99,159.32,8444,1.51,2249.99,580.27,1,25,0,0.0566,0.2727,0,mobile,Chrome,google_search,Android
user_0306,54,17,13,8,9,3,2,2,0,54,8,344.55,1099.99,149.09,8051,1.69,2499.99,764.34,1,25,0,0.1667,0.6923,1,mobile,Chrome,direct,iOS
user_1370,55,20,14,6,9,1,0,1,4,53,8,250.05,1199.99,146.62,8064,1.45,2499.99,719.44,1,25,0,0.1636,0.6429,0,desktop,Chrome,direct,iOS
user_0144,54,21,8,5,10,4,2,3,1,54,8,357.81,1199.99,181.04,9776,1.76,2249.99,578.97,1,25,0,0.1852,1.25,1,mobile,Chrome,google_search,iOS
user_1209,53,17,9,9,6,3,3,3,3,53,8,348.3,1199.99,185.51,9832,1.7,2499.99,549.99,1,25,0,0.1132,0.6667,1,mobile,Chrome,direct,iOS
user_1292,52,27,7,6,4,2,3,2,1,52,8,311.6,1299.99,127.5,6630,1.38,2249.99,465.57,1,25,0,0.0769,0.5714,1,mobile,Chrome,direct,Android
user_0093,47,20,10,6,4,2,4,0,1,47,7,235.33,999.99,152.23,7155,1.64,2499.99,570.74,1,20,0,0.0851,0.4,1,mobile,Chrome,google_search,Windows
user_1899,57,23,9,9,10,4,1,0,1,57,8,330.36,1199.99,208.82,11903,1.65,2499.99,583.59,1,25,0,0.1754,1.1111,1,mobile,Chrome,direct,Android
user_1552,44,14,10,6,9,4,0,1,0,44,8,244.98,1299.99,160.86,7078,1.43,1999.99,622.49,1,25,0,0.2045,0.9,0,desktop,Chrome,google_search,iOS
user_1212,50,17,15,5,7,2,3,1,0,49,8,292.3,1299.99,185.52,9276,1.64,2499.99,631.39,1,25,0,0.14,0.4667,1,mobile,Chrome,direct,iOS
user_0195,60,21,10,15,8,2,3,1,0,59,8,293.59,1299.99,148.83,8930,1.72,2499.99,526.41,1,25,0,0.1333,0.8,1,mobile,Chrome,direct,iOS
user_0569,47,15,7,5,11,2,5,1,1,47,8,276.7,1299.99,180.36,8477,1.55,2499.99,479.46,1,25,0,0.234,1.5714,1,mobile,Chrome,direct,iOS
user_0601,47,17,10,5,8,2,2,2,1,47,8,244.79,1199.99,176.21,8282,2.0,2499.99,737.54,1,25,1,0.1702,0.8,1,mobile,Chrome,google_search,Android
user_0649,56,19,8,6,13,4,3,0,3,56,8,229.36,1299.99,185.38,10381,1.5,2499.99,657.13,1,25,0,0.2321,1.625,1,mobile,Chrome,direct,Windows
user_0868,61,18,10,9,12,1,8,3,0,61,8,208.93,999.99,177.9,10852,1.56,2499.99,784.25,1,20,0,0.1967,1.2,1,mobile,Chrome,direct,iOS
user_0813,53,20,5,13,10,0,3,2,0,53,8,228.74,999.99,185.72,9843,1.81,2499.99,834.14,1,25,0,0.1887,2.0,1,mobile,Chrome,direct,iOS
user_0519,63,28,8,7,10,3,3,2,2,63,8,324.89,1299.99,182.75,11513,1.57,2499.99,673.16,1,25,0,0.1587,1.25,1,mobile,Chrome,direct,Android
user_0650,47,15,8,12,5,3,3,1,0,46,8,291.98,999.99,170.34,8006,1.64,2499.99,397.76,1,25,0,0.1064,0.625,1,mobile,Chrome,google_search,iOS
user_0896,51,21,11,8,5,0,3,2,1,51,8,260.35,1299.99,194.61,9925,1.63,2499.99,875.68,1,25,0,0.098,0.4545,1,mobile,Chrome,google_search,iOS
user_0316,51,16,8,9,10,4,0,2,2,51,8,385.59,1299.99,198.31,10114,1.65,2249.99,668.13,1,20,0,0.1961,1.25,0,mobile,Chrome,direct,iOS
user_0159,54,23,8,7,4,3,7,2,0,52,8,260.53,1199.99,113.19,6112,1.81,2499.99,807.03,1,25,0,0.0741,0.5,1,mobile,Chrome,direct,iOS
user_1906,46,15,7,9,7,4,2,2,0,45,8,404.88,1299.99,156.96,7220,1.83,2499.99,642.06,1,25,0,0.1522,1.0,1,desktop,Chrome,direct,Android
user_0327,48,24,9,3,5,3,3,1,0,48,8,316.45,1299.99,166.06,7971,1.65,2499.99,720.72,1,25,0,0.1042,0.5556,1,mobile,Chrome,direct,iOS
user_1903,53,17,8,7,10,3,6,1,1,52,8,315.74,1299.99,149.13,7904,1.6,2499.99,686.88,1,25,0,0.1887,1.25,1,mobile,Chrome,google_search,Android
user_1385,60,18,12,9,14,3,1,2,1,60,8,249.43,1299.99,208.0,12480,1.53,2499.99,762.41,1,25,0,0.2333,1.1667,1,mobile,Chrome,direct,Android
user_1336,37,15,3,6,7,0,0,6,0,37,8,310.14,1299.99,141.38,5231,1.54,2249.99,473.64,1,25,0,0.1892,2.3333,0,desktop,Chrome,google_search,iOS
user_0008,53,23,9,4,7,2,4,2,2,52,8,220.61,1199.99,168.79,8946,1.72,2499.99,543.86,1,25,0,0.1321,0.7778,1,mobile,Chrome,google_search,iOS
user_0187,53,20,7,8,10,3,4,1,0,53,8,233.07,1199.99,150.94,8000,1.58,2499.99,694.99,1,25,0,0.1887,1.4286,1,mobile,Chrome,direct,iOS
user_1839,44,19,9,5,8,1,0,2,0,44,8,348.18,1299.99,190.86,8398,1.5,2499.99,669.54,1,20,0,0.1818,0.8889,0,mobile,Chrome,google_search,iOS
user_0182,41,12,7,6,7,5,3,0,1,39,8,325.12,1199.99,147.0,6027,1.56,2499.99,579.01,1,25,0,0.1707,1.0,1,mobile,Chrome,social_media,iOS
user_0151,51,20,5,8,7,4,3,3,1,51,8,235.54,1199.99,155.41,7926,1.55,2499.99,608.81,1,25,0,0.1373,1.4,1,mobile,Chrome,google_search,iOS
user_0418,50,22,7,7,6,2,5,1,0,49,8,357.84,1199.99,163.82,8191,1.48,2499.99,640.69,1,25,1,0.12,0.8571,1,mobile,Chrome,direct,Android
user_0063,35,15,3,7,8,1,1,0,0,34,8,212.92,1099.99,214.51,7508,1.63,2499.99,599.56,1,25,0,0.2286,2.6667,1,mobile,Safari,direct,iOS
user_0050,55,24,8,9,7,3,3,1,0,54,7,230.9,1199.99,135.04,7427,1.8,2249.99,521.08,1,25,1,0.1273,0.875,1,mobile,Chrome,direct,iOS
user_1791,57,22,10,11,8,2,2,1,1,56,8,258.02,1299.99,109.07,6217,1.7,2499.99,722.97,1,25,0,0.1404,0.8,1,mobile,Chrome,direct,iOS
user_1855,51,21,4,4,13,2,5,2,0,50,8,241.01,999.99,146.94,7494,1.63,2249.99,505.68,1,25,0,0.2549,3.25,1,mobile,Chrome,direct,iOS
user_0105,45,17,7,7,8,2,2,0,2,45,8,191.67,1099.99,125.58,5651,1.87,2499.99,574.32,1,25,0,0.1778,1.1429,1,mobile,Chrome,google_search,Android
user_1993,41,16,5,6,4,4,3,2,1,41,7,343.39,999.99,192.93,7910,1.61,2499.99,688.28,1,25,0,0.0976,0.8,1,mobile,Chrome,google_search,iOS
user_0453,59,28,9,4,9,2,5,0,2,58,8,275.7,1099.99,156.71,9246,1.69,2499.99,721.68,1,25,0,0.1525,1.0,1,mobile,Chrome,direct,iOS
user_0229,45,23,5,8,4,3,0,1,1,45,8,245.65,1299.99,117.93,5307,1.58,2499.99,465.55,1,25,0,0.0889,0.8,0,mobile,Chrome,direct,Android
user_0123,55,23,8,8,8,1,3,1,3,54,8,273.95,1299.99,154.11,8476,1.73,2499.99,615.63,1,25,0,0.1455,1.0,1,mobile,Chrome,direct,Android
user_0073,51,17,11,6,5,4,4,4,0,51,8,235.54,1299.99,207.59,10587,1.63,2499.99,554.01,1,25,0,0.098,0.4545,1,mobile,Chrome,google_search,Android
